START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,Berkeley,Emeryville,4.6,
"Thursday, October 20, 2016","Thursday, October 20, 2016",Business,Emeryville,Berkeley,3.1,
"Thursday, October 20, 2016","Thursday, October 20, 2016",Business,Berkeley,San Jose,47.7,
"Thursday, October 20, 2016","Thursday, October 20, 2016",Business,San Jose,Emeryville,44.6,
"Friday, October 21, 2016","Friday, October 21, 2016",Business,Emeryville,Oakland,13.2,
"Saturday, October 22, 2016","Saturday, October 22, 2016",Business,Morrisville,Cary,8.7,
"Saturday, October 22, 2016","Saturday, October 22, 2016",Business,Cary,Raleigh,17.2,
"Saturday, October 22, 2016","Saturday, October 22, 2016",Business,Raleigh,Cary,14,
"Sunday, October 23, 2016","Sunday, October 23, 2016",Business,Cary,Raleigh,28.1,
"Sunday, October 23, 2016","Sunday, October 23, 2016",Business,Raleigh,Cary,28.2,
"Sunday, October 23, 2016","Sunday, October 23, 2016",Business,Cary,Morrisville,3.1,Meal/Entertain
"Sunday, October 23, 2016","Sunday, October 23, 2016",Business,Morrisville,Cary,3.1,Customer Visit
"Monday, October 24, 2016","Monday, October 24, 2016",Business,Cary,Durham,16.4,
"Monday, October 24, 2016","Monday, October 24, 2016",Business,Durham,Morrisville,15.4,
"Monday, October 24, 2016","Monday, October 24, 2016",Business,Morrisville,Cary,2.2,
"Tuesday, October 25, 2016","Tuesday, October 25, 2016",Business,Cary,Apex,11.2,
"Tuesday, October 25, 2016","Tuesday, October 25, 2016",Business,Apex,Eagle Rock,2.2,
"Tuesday, October 25, 2016","Tuesday, October 25, 2016",Business,Eagle Rock,Cary,3.6,
"Tuesday, October 25, 2016","Tuesday, October 25, 2016",Business,Whitebridge,Savon Height,3.6,Meal/Entertain
"Tuesday, October 25, 2016","Tuesday, October 25, 2016",Business,Savon Height,Parkway,4.9,
"Tuesday, October 25, 2016","Tuesday, October 25, 2016",Business,Parkway,Whitebridge,8.7,Errand/Supplies
"Wednesday, October 26, 2016","Wednesday, October 26, 2016",Business,Whitebridge,Parkway,2.1,Meeting
"Wednesday, October 26, 2016","Wednesday, October 26, 2016",Business,Parkway,Whitebridge,2.1,
"Thursday, October 27, 2016","Thursday, October 27, 2016",Business,Cary,Morrisville,8.4,Meeting
"Thursday, October 27, 2016","Thursday, October 27, 2016",Business,Morrisville,Morrisville,5.9,
"Thursday, October 27, 2016","Thursday, October 27, 2016",Business,Huntington Woods,Huntington Woods,12.1,
"Thursday, October 27, 2016","Thursday, October 27, 2016",Business,Huntington Woods,Weston,3.9,
"Thursday, October 27, 2016","Thursday, October 27, 2016",Business,Morrisville,Cary,6.2,
"Friday, October 28, 2016","Friday, October 28, 2016",Business,Cary,Durham,10.4,Meeting
"Friday, October 28, 2016","Friday, October 28, 2016",Business,Durham,Cary,9.9,Meeting
"Friday, October 28, 2016","Friday, October 28, 2016",Business,Cary,Winston Salem,107,Meeting
"Friday, October 28, 2016","Friday, October 28, 2016",Business,Winston Salem,Asheville,133.6,Meeting
"Friday, October 28, 2016","Friday, October 28, 2016",Business,Asheville,Topton,91.8,Meeting
"Saturday, October 29, 2016","Saturday, October 29, 2016",Business,Topton,Hayesville,40.7,Meeting
"Saturday, October 29, 2016","Saturday, October 29, 2016",Business,Hayesville,Topton,75.7,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Topton,Bryson City,29.8,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Bryson City,Bryson City,16.3,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Bryson City,Bryson City,6.5,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Bryson City,Bryson City,6.3,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Bryson City,Almond,6.6,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Almond,Bryson City,15.2,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Bryson City,Asheville,68.4,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Asheville,Mebane,195.9,
"Sunday, October 30, 2016","Sunday, October 30, 2016",Business,Mebane,Cary,45.2,
"Monday, October 31, 2016","Monday, October 31, 2016",Business,Cary,Morrisville,3.2,
"Monday, October 31, 2016","Monday, October 31, 2016",Business,Morrisville,Raleigh,10.3,
"Monday, October 31, 2016","Monday, October 31, 2016",Business,Raleigh,Cary,13.1,
"Monday, October 31, 2016","Monday, October 31, 2016",Business,Savon Height,Whitebridge,9.6,Errand/Supplies
"Tuesday, November 1, 2016","Tuesday, November 1, 2016",Business,Cary,Durham,16.5,
"Tuesday, November 1, 2016","Tuesday, November 1, 2016",Business,Durham,Cary,12.8,
"Tuesday, November 1, 2016","Tuesday, November 1, 2016",Business,Whitebridge,Whitebridge,1.2,
"Tuesday, November 1, 2016","Tuesday, November 1, 2016",Business,Whitebridge,Whitebridge,1,
"Tuesday, November 1, 2016","Tuesday, November 1, 2016",Business,Whitebridge,Whitebridge,4.1,
"Tuesday, November 1, 2016","Tuesday, November 1, 2016",Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
"Wednesday, November 2, 2016","Wednesday, November 2, 2016",Business,Whitebridge,Westpark Place,1.4,
"Wednesday, November 2, 2016","Wednesday, November 2, 2016",Business,Westpark Place,Whitebridge,1.8,
"Wednesday, November 2, 2016","Wednesday, November 2, 2016",Business,Cary,Morrisville,8.5,Meeting
"Wednesday, November 2, 2016","Wednesday, November 2, 2016",Business,Morrisville,Morrisville,5,
"Wednesday, November 2, 2016","Wednesday, November 2, 2016",Business,Morrisville,Cary,3.8,
"Thursday, November 3, 2016","Thursday, November 3, 2016",Business,Whitebridge,Hazelwood,2.5,
"Thursday, November 3, 2016","Thursday, November 3, 2016",Business,Hazelwood,Whitebridge,2.4,
"Thursday, November 3, 2016","Thursday, November 3, 2016",Business,Whitebridge,Westpark Place,1.4,
"Thursday, November 3, 2016","Thursday, November 3, 2016",Business,Westpark Place,Whitebridge,1.8,
"Thursday, November 3, 2016","Thursday, November 3, 2016",Business,Cary,Morrisville,3.1,Meal/Entertain
"Thursday, November 3, 2016","Thursday, November 3, 2016",Business,Morrisville,Cary,3.1,Customer Visit
"Friday, November 4, 2016","Friday, November 4, 2016",Business,Cary,Morrisville,7.9,Temporary Site
"Friday, November 4, 2016","Friday, November 4, 2016",Business,San Jose,Santa Clara,3.8,
"Friday, November 4, 2016","Friday, November 4, 2016",Business,Agnew,Cory,4.3,
"Friday, November 4, 2016","Friday, November 4, 2016",Business,Cory,Agnew,3.9,
"Saturday, November 5, 2016","Saturday, November 5, 2016",Business,Agnew,Renaissance,2.2,
"Saturday, November 5, 2016","Saturday, November 5, 2016",Business,Renaissance,Agnew,2.8,
"Saturday, November 5, 2016","Saturday, November 5, 2016",Business,Agnew,Agnew,2.2,
"Sunday, November 6, 2016","Sunday, November 6, 2016",Business,Agnew,Renaissance,2.4,
"Sunday, November 6, 2016","Sunday, November 6, 2016",Business,Renaissance,Agnew,2.8,Meeting
"Sunday, November 6, 2016","Sunday, November 6, 2016",Business,Santa Clara,Berkeley,43.9,Customer Visit
"Sunday, November 6, 2016","Sunday, November 6, 2016",Business,Downtown,West Berkeley,1.8,
"Sunday, November 6, 2016","Sunday, November 6, 2016",Business,West Berkeley,Central,3.3,
"Monday, November 7, 2016","Monday, November 7, 2016",Business,Berkeley,San Francisco,11.8,Between Offices
"Monday, November 7, 2016","Monday, November 7, 2016",Business,San Francisco,Berkeley,13.2,Between Offices
"Tuesday, November 8, 2016","Tuesday, November 8, 2016",Business,Berkeley,San Francisco,12.2,Between Offices
"Tuesday, November 8, 2016","Tuesday, November 8, 2016",Business,San Francisco,Berkeley,11.3,Meeting
"Tuesday, November 8, 2016","Tuesday, November 8, 2016",Business,Berkeley,Emeryville,3.6,
"Tuesday, November 8, 2016","Tuesday, November 8, 2016",Business,Emeryville,Berkeley,3,
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,Berkeley,San Francisco,11.4,
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,NOMA,Downtown,0.9,
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,Downtown,Sunnyside,6.2,
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,Sunnyside,Ingleside,0.7,
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,Ingleside,Potrero Flats,5.5,Meeting
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,San Francisco,Oakland,12.7,Customer Visit
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,Oakland,Berkeley,2.6,
"Wednesday, November 9, 2016","Wednesday, November 9, 2016",Business,Central,Central,1.1,
"Thursday, November 10, 2016","Thursday, November 10, 2016",Business,Berkeley,San Francisco,12.6,Temporary Site
"Thursday, November 10, 2016","Thursday, November 10, 2016",Business,Tenderloin,SOMISSPO,1.2,
"Thursday, November 10, 2016","Thursday, November 10, 2016",Business,SOMISSPO,Tenderloin,1.1,
"Thursday, November 10, 2016","Thursday, November 10, 2016",Business,San Francisco,Oakland,9.9,Temporary Site
"Thursday, November 10, 2016","Thursday, November 10, 2016",Business,Oakland,Berkeley,6,Meeting
"Thursday, November 10, 2016","Thursday, November 10, 2016",Business,West Berkeley,Central,0.8,
"Friday, November 11, 2016","Friday, November 11, 2016",Business,Berkeley,Menlo Park,45.9,Customer Visit
"Friday, November 11, 2016","Friday, November 11, 2016",Business,Menlo Park,Palo Alto,4,
"Friday, November 11, 2016","Friday, November 11, 2016",Business,Palo Alto,Menlo Park,2.5,
"Friday, November 11, 2016","Friday, November 11, 2016",Business,Menlo Park,Berkeley,36.6,Customer Visit
"Friday, November 11, 2016","Friday, November 11, 2016",Business,Central,College Avenue,2.9,
"Friday, November 11, 2016","Friday, November 11, 2016",Business,College Avenue,Central,2.6,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,Central,South,2.3,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,South,Downtown,6.4,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,Downtown,Central,1.4,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,Central,West Berkeley,0.6,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,West Berkeley,South,5.9,Meeting
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,South,Southwest Berkeley,0.8,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,Berkeley,Emeryville,1.3,
"Saturday, November 12, 2016","Saturday, November 12, 2016",Business,Emeryville,Berkeley,3.7,Errand/Supplies
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Central,Central,2.3,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Central,Central,2.6,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Central,Southside,1.9,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Southside,West Berkeley,2.1,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,West Berkeley,Southside,4,Meeting
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Southside,South Berkeley,0.9,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,South Berkeley,Southside,0.9,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Southside,Central,2.4,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Central,Southside,1.9,
"Sunday, November 13, 2016","Sunday, November 13, 2016",Business,Southside,Central,1.9,
"Monday, November 14, 2016","Monday, November 14, 2016",Business,Berkeley,Mountain View,44.6,Customer Visit
"Monday, November 14, 2016","Monday, November 14, 2016",Business,Mountain View,Berkeley,43.6,Customer Visit
"Monday, November 14, 2016","Monday, November 14, 2016",Business,Berkeley,Emeryville,2.5,
"Monday, November 14, 2016","Monday, November 14, 2016",Business,Emeryville,Berkeley,3.7,Errand/Supplies
"Tuesday, November 15, 2016","Tuesday, November 15, 2016",Business,Berkeley,Oakland,5.1,
"Tuesday, November 15, 2016","Tuesday, November 15, 2016",Business,Oakland,San Francisco,9.7,Temporary Site
"Tuesday, November 15, 2016","Tuesday, November 15, 2016",Business,San Francisco,Berkeley,11.8,Temporary Site
"Wednesday, November 16, 2016","Wednesday, November 16, 2016",Business,Berkeley,El Cerrito,2.3,Temporary Site
"Wednesday, November 16, 2016","Wednesday, November 16, 2016",Business,El Cerrito,Berkeley,3.1,Meal/Entertain
"Thursday, November 17, 2016","Thursday, November 17, 2016",Business,Berkeley,Oakland,16.3,Customer Visit
"Friday, November 18, 2016","Friday, November 18, 2016",Business,Cary,Morrisville,3.1,Meal/Entertain
"Friday, November 18, 2016","Friday, November 18, 2016",Business,Morrisville,Cary,5.2,Meal/Entertain
"Friday, November 18, 2016","Friday, November 18, 2016",Business,Krendle Woods,Whitebridge,6.1,Meeting
"Saturday, November 19, 2016","Saturday, November 19, 2016",Business,Cary,Durham,10.3,Meeting
"Saturday, November 19, 2016","Saturday, November 19, 2016",Business,Durham,Cary,10.5,Meeting
"Saturday, November 19, 2016","Saturday, November 19, 2016",Business,Cary,Cary,1.5,
"Saturday, November 19, 2016","Saturday, November 19, 2016",Business,Cary,Cary,1.8,
"Saturday, November 19, 2016","Saturday, November 19, 2016",Business,Cary,Apex,5.4,Errand/Supplies
"Saturday, November 19, 2016","Saturday, November 19, 2016",Business,Apex,Cary,5.4,Customer Visit
"Sunday, November 20, 2016","Sunday, November 20, 2016",Business,Cary,Cary,39.2,Between Offices
"Sunday, November 20, 2016","Sunday, November 20, 2016",Business,Cary,Cary,6.4,Customer Visit
"Sunday, November 20, 2016","Sunday, November 20, 2016",Business,Cary,Cary,2.7,Meeting
"Sunday, November 20, 2016","Sunday, November 20, 2016",Business,Cary,Cary,18.5,Errand/Supplies
"Monday, November 21, 2016","Monday, November 21, 2016",Business,Cary,Cary,2.5,Meal/Entertain
"Monday, November 21, 2016","Monday, November 21, 2016",Business,Cary,Cary,2.1,Meal/Entertain
"Monday, November 21, 2016","Monday, November 21, 2016",Business,Cary,Unknown Location,6.7,Errand/Supplies
"Monday, November 21, 2016","Monday, November 21, 2016",Business,Unknown Location,Morrisville,3.5,Meal/Entertain
"Monday, November 21, 2016","Monday, November 21, 2016",Business,Morrisville,Cary,3.4,Errand/Supplies
"Tuesday, November 22, 2016","Tuesday, November 22, 2016",Business,Cary,Cary,5.5,Meeting
"Tuesday, November 22, 2016","Tuesday, November 22, 2016",Business,Cary,Cary,4.1,Meeting
"Tuesday, November 22, 2016","Tuesday, November 22, 2016",Business,Cary,Cary,12.7,Customer Visit
"Tuesday, November 22, 2016","Tuesday, November 22, 2016",Business,Cary,Morrisville,3,Meal/Entertain
"Tuesday, November 22, 2016","Tuesday, November 22, 2016",Business,Morrisville,Cary,3.5,Customer Visit
"Wednesday, November 23, 2016","Wednesday, November 23, 2016",Business,Cary,Cary,5.9,Meal/Entertain
"Wednesday, November 23, 2016","Wednesday, November 23, 2016",Business,Cary,Cary,1.9,
"Wednesday, November 23, 2016","Wednesday, November 23, 2016",Business,Cary,Cary,3.3,
"Wednesday, November 23, 2016","Wednesday, November 23, 2016",Business,Cary,Cary,1.3,
"Friday, November 25, 2016","Friday, November 25, 2016",Business,Cary,Durham,10.3,Meeting
"Friday, November 25, 2016","Friday, November 25, 2016",Business,Durham,Cary,11.1,Meeting
"Saturday, November 26, 2016","Saturday, November 26, 2016",Business,Cary,Cary,1.4,
"Saturday, November 26, 2016","Saturday, November 26, 2016",Business,Cary,Apex,5.1,Meeting
"Saturday, November 26, 2016","Saturday, November 26, 2016",Business,Apex,Holly Springs,9,Meeting
"Saturday, November 26, 2016","Saturday, November 26, 2016",Business,Holly Springs,Cary,13.3,Between Offices
"Saturday, November 26, 2016","Saturday, November 26, 2016",Business,Cary,Cary,2.5,Errand/Supplies
"Sunday, November 27, 2016","Sunday, November 27, 2016",Business,Cary,Morrisville,3.3,Meal/Entertain
"Sunday, November 27, 2016","Sunday, November 27, 2016",Business,Morrisville,Cary,2.9,
"Wednesday, November 30, 2016","Wednesday, November 30, 2016",Business,Cary,Raleigh,8.5,Customer Visit
"Wednesday, November 30, 2016","Wednesday, November 30, 2016",Business,Raleigh,Morrisville,6.7,Temporary Site
"Wednesday, November 30, 2016","Wednesday, November 30, 2016",Business,Morrisville,Cary,3.1,
"Thursday, December 1, 2016","Thursday, December 1, 2016",Business,Cary,Cary,5.5,Meeting
"Thursday, December 1, 2016","Thursday, December 1, 2016",Business,Cary,Cary,5.5,Errand/Supplies
"Thursday, December 1, 2016","Thursday, December 1, 2016",Business,Cary,Morrisville,2.9,Meal/Entertain
"Thursday, December 1, 2016","Thursday, December 1, 2016",Business,Morrisville,Cary,2.9,Customer Visit
"Friday, December 2, 2016","Friday, December 2, 2016",Business,Cary,Apex,5.1,Meal/Entertain
"Friday, December 2, 2016","Friday, December 2, 2016",Business,Apex,Cary,5.3,Customer Visit
"Friday, December 2, 2016","Friday, December 2, 2016",Business,Cary,Morrisville,3.3,Meal/Entertain
"Friday, December 2, 2016","Friday, December 2, 2016",Business,Morrisville,Cary,3,Customer Visit
"Saturday, December 3, 2016","Saturday, December 3, 2016",Business,Cary,Wake Co.,6.6,Errand/Supplies
"Saturday, December 3, 2016","Saturday, December 3, 2016",Business,Wake Co.,Morrisville,1.8,
"Saturday, December 3, 2016","Saturday, December 3, 2016",Business,Morrisville,Cary,3,Customer Visit
"Sunday, December 4, 2016","Sunday, December 4, 2016",Business,Cary,Morrisville,2.9,Meal/Entertain
"Sunday, December 4, 2016","Sunday, December 4, 2016",Business,Morrisville,Cary,3.4,Customer Visit
"Monday, December 5, 2016","Monday, December 5, 2016",Business,Cary,Cary,4.1,
"Monday, December 5, 2016","Monday, December 5, 2016",Business,Cary,Cary,3.8,Meal/Entertain
"Wednesday, December 7, 2016","Wednesday, December 7, 2016",Business,Cary,Cary,6.6,Meeting
"Wednesday, December 7, 2016","Wednesday, December 7, 2016",Business,Cary,Cary,4,Meeting
"Wednesday, December 7, 2016","Wednesday, December 7, 2016",Business,Cary,Cary,7,Customer Visit
"Wednesday, December 7, 2016","Wednesday, December 7, 2016",Business,Cary,Cary,6.9,Meal/Entertain
"Thursday, December 8, 2016","Thursday, December 8, 2016",Business,Cary,Cary,3.4,Errand/Supplies
"Thursday, December 8, 2016","Thursday, December 8, 2016",Business,Cary,Cary,3.4,Errand/Supplies
"Thursday, December 8, 2016","Thursday, December 8, 2016",Business,Cary,Cary,2,Meeting
"Thursday, December 8, 2016","Thursday, December 8, 2016",Business,Cary,Cary,2,Errand/Supplies
"Friday, December 9, 2016","Friday, December 9, 2016",Business,Cary,Apex,5.1,Errand/Supplies
"Friday, December 9, 2016","Friday, December 9, 2016",Business,Apex,Cary,8.8,Temporary Site
"Friday, December 9, 2016","Friday, December 9, 2016",Business,Cary,Cary,5.6,Meeting
"Friday, December 9, 2016","Friday, December 9, 2016",Business,Cary,Cary,18.9,Customer Visit
"Saturday, December 10, 2016","Saturday, December 10, 2016",Business,Cary,Fuquay-Varina,15.6,Meeting
"Saturday, December 10, 2016","Saturday, December 10, 2016",Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
"Saturday, December 10, 2016","Saturday, December 10, 2016",Business,Cary,Morrisville,3,Meal/Entertain
"Saturday, December 10, 2016","Saturday, December 10, 2016",Business,Morrisville,Cary,3.1,Customer Visit
"Sunday, December 11, 2016","Sunday, December 11, 2016",Business,Cary,Morrisville,3,Meal/Entertain
"Sunday, December 11, 2016","Sunday, December 11, 2016",Business,Morrisville,Cary,4.8,Errand/Supplies
"Sunday, December 11, 2016","Sunday, December 11, 2016",Business,Cary,Cary,2.1,Errand/Supplies
"Monday, December 12, 2016","Monday, December 12, 2016",Business,Cary,Cary,3.1,Errand/Supplies
"Monday, December 12, 2016","Monday, December 12, 2016",Business,Cary,Apex,4.4,Meal/Entertain
"Monday, December 12, 2016","Monday, December 12, 2016",Business,Apex,Cary,4.7,Customer Visit
"Monday, December 12, 2016","Monday, December 12, 2016",Business,Cary,Morrisville,3,Meal/Entertain
"Monday, December 12, 2016","Monday, December 12, 2016",Business,Morrisville,Cary,3,Customer Visit
"Tuesday, December 13, 2016","Tuesday, December 13, 2016",Business,Cary,Cary,4.2,Errand/Supplies
"Tuesday, December 13, 2016","Tuesday, December 13, 2016",Business,Cary,Cary,4.1,Meal/Entertain
"Wednesday, December 14, 2016","Wednesday, December 14, 2016",Business,Cary,Cary,3.4,
"Wednesday, December 14, 2016","Wednesday, December 14, 2016",Business,Cary,Cary,3.3,
"Wednesday, December 14, 2016","Wednesday, December 14, 2016",Business,Cary,Morrisville,3,Meal/Entertain
"Wednesday, December 14, 2016","Wednesday, December 14, 2016",Business,Morrisville,Cary,3.1,Customer Visit
"Thursday, December 15, 2016","Thursday, December 15, 2016",Business,Cary,Morrisville,10.6,Meeting
"Saturday, December 17, 2016","Saturday, December 17, 2016",Business,Unknown Location,Unknown Location,4.8,Airport/Travel
"Saturday, December 17, 2016","Saturday, December 17, 2016",Business,Unknown Location,Unknown Location,5.3,Temporary Site
"Sunday, December 18, 2016","Sunday, December 18, 2016",Business,Unknown Location,Unknown Location,4.9,Errand/Supplies
"Sunday, December 18, 2016","Sunday, December 18, 2016",Business,Unknown Location,Unknown Location,10.2,Errand/Supplies
"Sunday, December 18, 2016","Sunday, December 18, 2016",Business,Unknown Location,Unknown Location,9.2,
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Islamabad,7.7,Errand/Supplies
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Islamabad,Rawalpindi,5.9,Temporary Site
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Unknown Location,1.3,
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Unknown Location,2.5,
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Unknown Location,5.3,
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Unknown Location,5.4,
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Rawalpindi,10.2,Customer Visit
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Rawalpindi,Islamabad,7.2,Customer Visit
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Islamabad,Unknown Location,2.2,
"Monday, December 19, 2016","Monday, December 19, 2016",Business,Unknown Location,Unknown Location,11,Meeting
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Unknown Location,Rawalpindi,12,
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Rawalpindi,Unknown Location,19.4,Meeting
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Unknown Location,Unknown Location,1.7,Errand/Supplies
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Unknown Location,Islamabad,5.7,Temporary Site
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Islamabad,Islamabad,1.8,Errand/Supplies
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Islamabad,Islamabad,1.4,Errand/Supplies
"Tuesday, December 20, 2016","Tuesday, December 20, 2016",Business,Islamabad,Unknown Location,10.3,Customer Visit
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Unknown Location,Unknown Location,11.5,Meeting
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Unknown Location,Islamabad,4.9,Errand/Supplies
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Islamabad,Unknown Location,3.5,Meal/Entertain
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Unknown Location,Unknown Location,16.2,Meeting
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Unknown Location,Unknown Location,2,Errand/Supplies
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Unknown Location,Islamabad,2.1,Errand/Supplies
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Islamabad,Islamabad,2.1,Meeting
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Islamabad,Unknown Location,7.2,Customer Visit
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Unknown Location,Rawalpindi,12,Meeting
"Wednesday, December 21, 2016","Wednesday, December 21, 2016",Business,Rawalpindi,Unknown Location,103,Meeting
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Unknown Location,32.3,Meeting
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Unknown Location,5.3,Customer Visit
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Unknown Location,11.6,Meeting
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Unknown Location,23.2,Meeting
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Unknown Location,3.2,Errand/Supplies
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Unknown Location,12.3,Temporary Site
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Unknown Location,Lahore,14,Meeting
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Lahore,Lahore,2.1,Meal/Entertain
"Thursday, December 22, 2016","Thursday, December 22, 2016",Business,Lahore,Lahore,2.1,Customer Visit
"Friday, December 23, 2016","Friday, December 23, 2016",Business,Lahore,Lahore,3,Meeting
"Friday, December 23, 2016","Friday, December 23, 2016",Business,Lahore,Unknown Location,6.2,Meeting
"Friday, December 23, 2016","Friday, December 23, 2016",Business,Unknown Location,Unknown Location,9.6,Meeting
"Friday, December 23, 2016","Friday, December 23, 2016",Business,Unknown Location,Unknown Location,1.3,Errand/Supplies
"Friday, December 23, 2016","Friday, December 23, 2016",Business,Unknown Location,Lahore,7.1,Meal/Entertain
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Unknown Location,6.3,Meal/Entertain
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Unknown Location,Lahore,10.7,Meal/Entertain
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Lahore,5.3,Meal/Entertain
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Lahore,1.6,Errand/Supplies
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Lahore,3.6,Errand/Supplies
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Lahore,1.7,Errand/Supplies
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Lahore,2.9,Meal/Entertain
"Saturday, December 24, 2016","Saturday, December 24, 2016",Business,Lahore,Lahore,0.6,Errand/Supplies
"Sunday, December 25, 2016","Sunday, December 25, 2016",Business,Lahore,Lahore,0.6,Errand/Supplies
"Sunday, December 25, 2016","Sunday, December 25, 2016",Business,Lahore,Lahore,2.3,Meal/Entertain
"Sunday, December 25, 2016","Sunday, December 25, 2016",Business,Lahore,Lahore,2.3,Meal/Entertain
"Monday, December 26, 2016","Monday, December 26, 2016",Business,Lahore,Lahore,3.2,Meal/Entertain
"Monday, December 26, 2016","Monday, December 26, 2016",Business,Lahore,Lahore,6.2,Customer Visit
"Monday, December 26, 2016","Monday, December 26, 2016",Business,Lahore,Lahore,7.7,Customer Visit
"Monday, December 26, 2016","Monday, December 26, 2016",Business,Lahore,Lahore,3.8,Customer Visit
"Monday, December 26, 2016","Monday, December 26, 2016",Business,Lahore,Unknown Location,7.9,Meeting
"Tuesday, December 27, 2016","Tuesday, December 27, 2016",Business,Kar?chi,Kar?chi,4.9,Temporary Site
